varietal,title,excerpt,points,price,location,region
Riesling,Boundary Breaks 2012 Single Clone No. 198 Reserve Riesling (Finger Lakes),The floral spray and sweet nectar of fresh yellow cherries persist from ...,91,25,Finger Lakes,United States
Riesling,Pierre Sparr 2011 Schoenenbourg Grand Cru Riesling (Alsace Grand Cru),"This bone-dry wine is beautifully perfumed, rich and full bodied. Its ripe ...",91,45,Alsace,France
Riesling,Bloomer Creek 2012 Tanzen Dame Morehouse Road Vineyard 1st Harvest Riesling (Finger Lakes),Notes of fresh herbs and melon rind lend a verdant tone to ...,90,22,Finger Lakes,United States
Riesling,Boundary Breaks 2012 Single Clone No. 110 Semi-Dry Riesling (Finger Lakes),Green herb and crisp apple notes lend a refreshing kick to pretty ...,90,20,Finger Lakes,United States
Riesling,Golan Heights Winery 2012 Gilgal White Riesling (Galilee),Fragrances of peach and grapefruit set the scene for flavors of white ...,90,15,Israel,Israel
Riesling,Sheldrake Point 2012 Dry Riesling (Finger Lakes),"Yellow peaches, waxy white florals and honeysuckle perfume this intensely aromatic wine. ...",90,16,Finger Lakes,United States
Riesling,Dr. Konstantin Frank 2012 Semi Dry Riesling (Finger Lakes),The historic Dr. Konstantin Frank winery has long been a source for ...,90,15,Finger Lakes,United States
Riesling,Figgins 2013 Estate Riesling (Walla Walla Valley (WA)),"From the only Riesling vines planted in the Walla Walla AVA, this ...",90,30,Columbia Valley,United States
Riesling,Dr. Konstantin Frank 2012 Reserve Riesling (Finger Lakes),"This remarkably balanced semi-dry wine is intensely aromatic, with scents of preserved ...",90,25,Finger Lakes,United States
Riesling,Lamoreaux Landing 2012 Estate Bottled Semi-Dry Riesling (Finger Lakes),"Whiffs of smoke and herbs add complexity to this beautifully floral, fruity ...",90,14,Finger Lakes,United States
Riesling,Bellangelo 2012 Gibson Vineyard Riesling (Finger Lakes),Notes of apple blossoms and lilacs lend a floral exuberance to this ...,90,22,Finger Lakes,United States
Riesling,Damiani 2012 Riesling (Finger Lakes),"The nose on this dry, medium-bodied wine is fairly neutral, with subdued ...",90,16,Finger Lakes,United States
Riesling,Red Newt Cellars 2012 Bullhorn Creek Vineyard Riesling (Finger Lakes),"Vibrant and fresh with hints of apple, green herbs and blossoms, this ...",90,20,Finger Lakes,United States
Riesling,Paul Cluver 2011 Noble Late Harvest Riesling (Elgin),"Rich and seductive, this brims with dense aromas and flavors of baked ...",90,20,South Africa,Africa
Riesling,Seven Hills 2012 Riesling (Columbia Valley (WA)),"Sourced from mature plantings in cool sites, this exemplary Riesling is technically ...",90,15,Columbia Valley,United States
Riesling,Glenora 2012 Riesling (Finger Lakes),Fresh pear and lemon aromas are brightened with hints of white florals ...,89,14,Finger Lakes,United States
Riesling,Red Newt Cellars 2012 Dry Riesling (Finger Lakes),Evergreen and herb notes accompany fresh apple and lemon flavors in this ...,89,17,Finger Lakes,United States
Riesling,Red Newt Cellars 2012 Lahoma Vineyards Riesling (Finger Lakes),Whiffs of blossoms accent aromas of fresh apples and dusty minerals on ...,89,20,Finger Lakes,United States
Riesling,Henri Schoenheitz 2010 Herrenreben Riesling (Alsace),"From cool, high-altitude vines, this Riesling is aromatic and crisp with a ...",89,20,Alsace,France
Riesling,Red Newt Cellars 2012 Semi-Dry Riesling (Finger Lakes),"Smoke, candlewax and lemon zest lend savory tones to fresh lemon and ...",89,15,Finger Lakes,United States
Riesling,Bellangelo 2012 Semi-Dry Riesling (Finger Lakes),"Hints of evergreen lend a cool, alpine air to fresh apple and ...",89,18,Finger Lakes,United States
Riesling,Red Newt Cellars 2012 Dry Reserve Riesling (Finger Lakes),Waxy apple and lanolin notes lend a mineral tone to fresh pear ...,88,24,Finger Lakes,United States
Riesling,Knapp 2012 Riesling (Finger Lakes),"While demure on the nose with gentle apple, pear and lemon aromas, ...",88,17,Finger Lakes,United States
Riesling,Red Newt Cellars 2012 Sawmill Creek Vineyards North Block Riesling (Finger Lakes),"Flighty and delicate on the palate, this refreshingly mineral semi-sweet wine is ...",88,20,Finger Lakes,United States
Riesling,Domaine Charles Frey 2011 Vieilles Vignes Riesling (Alsace),"Straw gold in color, this is a fragrant, delicately aromatic wine. Made ...",88,25,Alsace,France
Riesling,Jamesport 2010 Riesling (North Fork of Long Island),"Heady yellow flower and honey aromas waft from this sunny, off-dry wine. ...",88,21,Long Island,United States
Riesling,Keuka Spring 2012 Riesling (Finger Lakes),"Aromatic of ripe, lush summer peaches, this dry-style wine is deeply concentrated ...",88,15,Finger Lakes,United States
Riesling,Red Newt Cellars 2012 Circle Riesling (Finger Lakes),Hints of smoke and crushed minerals lend a savory tone to this ...,88,13,Finger Lakes,United States
Riesling,Atwater 2012 Dry Riesling (Finger Lakes),"Austere in style yet refreshing and quaffable, this dry wine is crisp ...",87,16,Finger Lakes,United States
Riesling,Damiani 2012 Davis Vineyard Dry Riesling (Finger Lakes),"Hints of crushed stones lend a mineral focus to this dry, elegantly ...",87,22,Finger Lakes,United States
Riesling,Lamoreaux Landing 2012 Yellow Dog Vineyard Riesling (Finger Lakes),"Dusty mineral notes add subtle complexity to refreshing apple, lemon and lime ...",87,20,Finger Lakes,United States
Riesling,Lamoreaux Landing 2012 Red Oak Vineyard Riesling (Finger Lakes),"Dusty, chalky tones accent fresh apple and pear flavors throughout this minerally ...",87,20,Finger Lakes,United States
Riesling,Heron Hill 2012 Reserve Riesling (Finger Lakes),Fragrant with notes of honeysuckle and lemon accenting aromas of pressed apple ...,87,25,Finger Lakes,United States
Riesling,Thirsty Owl Wine Company 2012 Riesling (Finger Lakes),This delicate wine shimmers with minerality from start to finish. Steely and ...,87,15,Finger Lakes,United States
Riesling,Latah Creek 2012 Riesling (Ancient Lakes),"An aromatically appealing wine with notes of Granny Smith apples, peach and ...",87,10,Columbia Valley,United States
Riesling,Standing Stone 2012 Riesling (Finger Lakes),Exuberant floral notes lend a perfumy touch to fresh apple and pear ...,87,14,Finger Lakes,United States
Riesling,Heron Hill 2012 Dry Riesling (Finger Lakes),"While dry in style, this Riesling entices on the nose with rich, ...",87,14,Finger Lakes,United States
Riesling,Inspire Moore 2012 Timothy Moore Doyle Seneca Riesling (Finger Lakes),"A fresh, blossomy flair accompanies aromas of apple and pear on this ...",87,26,Finger Lakes,United States
Riesling,Bloomer Creek 2012 Tanzen Dame Auten Vineyard 1st Harvest Riesling (Finger Lakes),"Aromas of crisp green apples, herbs and lemon waft on this rustic ...",87,22,Finger Lakes,United States
Riesling,Lamoreaux Landing 2012 Round Rock Vineyard Riesling (Finger Lakes),"Subtle floral notes accent apple and lemon notes in this refreshing, mineral-focused ...",87,20,Finger Lakes,United States
Riesling,Bellwether 2012 Sawmill Creek Vineyard Riesling (Finger Lakes),Hints of earth and mushrooms lend a savory tone to aromas of ...,86,22,Finger Lakes,United States
Riesling,Lakewood 2012 3 Generations Riesling (Finger Lakes),"Earthy, smoky aromas introduce this dry wine, but blow off with aeration ...",86,20,Finger Lakes,United States
Riesling,Lakewood 2012 Riesling (Finger Lakes),"Smoke, saffron and spice notes add savory notes to flavors of freshly ...",86,13,Finger Lakes,United States
Riesling,Jones of Washington 2013 Riesling (Ancient Lakes),"Still settling into its skin, this wine shows a light effervescence when ...",86,13,Columbia Valley,United States
Riesling,Red Newt Cellars 2012 Sawmill Creek Vineyards Fred Block Riesling (Finger Lakes),"Subdued on the nose with hints of apple, pear and wet stones, ...",86,20,Finger Lakes,United States
Riesling,Standing Stone 2012 Old West Block Riesling (Finger Lakes),Waxy white floral notes accent fresh apple and pear aromas on this ...,86,19,Finger Lakes,United States
Riesling,Red Newt Cellars 2012 Sawmill Creek Vineyards South Block Riesling (Finger Lakes),Hints of floral perfume accent aromas of pressed apples and pears on ...,86,20,Finger Lakes,United States
Riesling,Four Degrees of Riesling 2012 3rd Degree Late Harvest Sweet Riesling (Seneca Lake),"Smoke and mineral notes lend a prominent savory tone to this wine, ...",86,15,Finger Lakes,United States
Riesling,Inspire Moore 2012 Timothy Moore Simmons Keuka Riesling (Finger Lakes),"Savory, smoky notes lend an earthy feel to this off-dry wine. The ...",86,26,Finger Lakes,United States
Riesling,Bellwether 2012 A&amp;D Vineyard Dry Riesling (Finger Lakes),Whiffs of smoke lend a savory feel to pressed apple notes on ...,86,22,Finger Lakes,United States
Riesling,Shenandoah Vineyards 2012 Johannisberg Riesling (Shenandoah Valley),Scents of white flowers and tropical fruits lead onto the concentrated palate; ...,85,19,Virginia,United States
Riesling,Leonard Oakes 2012 Reserve Series Riesling (New York),Intense honeysuckle and apple blossom aromas are stunning on the nose of ...,85,17,New York,United States
Riesling,B. Lovely 2012 Late Harvest Riesling (Washington),"A sweet (70g/L residual sugar) crowd pleaser with notes of canned pear, ...",85,10,Washington,United States
Riesling,Hosmer 2012 Dry Riesling (Cayuga Lake),"Mineral and steely, this dry, delicately framed wine reverberates on the palate ...",85,15,Finger Lakes,United States
Riesling,Heron Hill 2012 Semi-Dry Riesling (Finger Lakes),Warm spice notes accent savory pressed apple and pear notes on this ...,85,14,Finger Lakes,United States
Riesling,Paradise Peak 2012 Sweet Riesling (Washington),"A perfumed wine with notes of candied orange, peach and lavender. The ...",85,10,Washington,United States
Riesling,Pearmund 2012 Vineyard Kilaurwen Riesling (Virginia),"Fruit-juice-like aromas of quince, pear and apricot lead onto the weighty palate. ...",84,19,Virginia,United States
Riesling,Paradise Peak 2012 Riesling (Washington),"A sweet-smelling wine with notes of overripe pear, pineapple and jasmine. It ...",84,9,Washington,United States
Riesling,Bellwether 2012 A&amp;D Vineyard Wild Ferment Riesling (Finger Lakes),"Intensely smoky and earthy in style, this wild-ferment Riesling is strikingly dry ...",84,27,Finger Lakes,United States
Riesling,Bridgman 2012 Riesling (Columbia Valley (WA)),The aromas of peach and mandarin orange are surprisingly light for the ...,84,11,Columbia Valley,United States
Riesling,August Kesseler 2012 Lorcher Schlossberg Kabinett Erste Lage Riesling (Rheingau),"A musky, floral perfume melds with ripe white peach and a crush ...",93,36,Germany,Germany
Riesling,Dr. Heidemanns-Bergweiler 2012 Bernkasteler Badstube Auslese Riesling (Mosel),"Initial aromas of smoke and earth blow off to show ripe, rich ...",93,38,Germany,Germany
Riesling,Dr. Pauly Bergweiler 2012 Bernkasteler alte Badstube am Doctorberg Auslese Riesling (Mosel),Aeration peels away the layers of savory smoke that obscure layers of ...,92,57,Germany,Germany
Riesling,Domdechant Werner 2012 Hochheimer Domdechaney Trocken Riesling (Rheingau),"Whiffs of spice, honeycomb and lanolin meld curiously on the nose of ...",91,36,Germany,Germany
Riesling,Schloss Vollrads 2012 Medium Dry Kabinett Riesling (Rheingau),"Lavish aromas of ripe peach, canteloupe and honeysuckle extend onto the palate ...",91,25,Germany,Germany
Riesling,Dr. Heidemanns-Bergweiler 2012 Graacher Himmelreich Auslese Riesling (Mosel),"Fresh, herbaceous notes on the nose and palate lend elegance to this ...",91,38,Germany,Germany
Riesling,Dr. Loosen 2012 Bernkasteler Lay Kabinett Riesling (Mosel),This semisweet Riesling balances an intensely fruit-forward profile of ripe yellow cherry ...,91,22,Germany,Germany
Riesling,Dr. Pauly Bergweiler 2012 Bernkasteler alte Badstube am Doctorberg Kabinett Riesling (Mosel),Opening with aromatic notes of smoke against a backdrop of stone fruit ...,91,26,Germany,Germany
Riesling,Bollig-Lehnert 2012 Trittenheimer Apotheke Auslese Riesling (Mosel),"While remarkably lithe and delicate in style, this complex auslese is lusciously ...",91,23,Germany,Germany
Riesling,Dr. Heidemanns-Bergweiler 2012 Bernkasteler Badstube Kabinett Riesling (Mosel),Smoke accents ripe yellow peaches on the nose of this intensely penetrating ...,91,18,Germany,Germany
Riesling,Elk Cove 2012 Estate Riesling (Willamette Valley),"Bone dry, this succulent, citrus-soaked Riesling is a textural marvel. Mixing grapefruit, ...",91,19,Willamette Valley,United States
Riesling,Weingut Liebfrauenstift 2012 Dry Riesling (Rheinhessen),"Ripe, heady tropical fruit and citrus aromas extend onto the palate of ...",90,18,Germany,Germany
Riesling,Prinz Salm 2012 Trocken Riesling (Rheinhessen),Whiffs of freshly pressed apples are accented by pretty peach and honeysuckle ...,90,30,Germany,Germany
Riesling,Prinz Salm 2011 Felseneck Wallhausen  Trocken GG Riesling (Nahe),"Dry, bold and intensely mineral, this powerful Riesling is lifted by whiffs ...",90,68,Germany,Germany
Riesling,Dr. Heidemanns-Bergweiler 2012 Bernkasteler alte Badstube am Doctorberg Kabinett Riesling (Mosel),Waxy lanolin and spice notes add complexity to tart stone-fruit aromas on ...,90,28,Germany,Germany
Riesling,Geh. Rat Dr. von Bassermann-Jordan 2011 Deidesheimer Hohenmorgen Trocken Erste Lage Riesling (Pfalz),"While lush and ripe on the nose, with aromas of stone fruit ...",90,66,Germany,Germany
Riesling,Heinz Eifel 2012 Auslese Riesling (Mosel),"A fantastic bargain at $14, this nuanced wine balances heady saffron and ...",90,14,Germany,Germany
Riesling,Bollig-Lehnert 2012 Dhroner Hofberger Auslese Riesling (Mosel),"Smoke, spice and earth notes mark this deeply mineral auslese, adding depth ...",90,23,Germany,Germany
Riesling,Peter Nicolay 2012 Riesling (Mosel),Whiffs of musk and violet perfume offset ripe peach and tangerine notes ...,90,12,Germany,Germany
Riesling,August Kesseler 2012 R Kabinett Riesling (Pfalz),"Deeply concentrated, with honeyed yellow-peach and tangerine flavors, this is a gorgeously ...",90,18,Germany,Germany
Riesling,Peter Nicolay 2012 Blue Slate Riesling (Mosel),Preserved quince and honeyed apple flavors are accented by streaks of mineral ...,90,15,Germany,Germany
Riesling,Baron Knyphausen 2012 Erbach Ortslage Kabinett Trocken Riesling (Rheingau),"Hints of crushed mineral and struck steel lend a honed, linear feel ...",89,31,Germany,Germany
Riesling,Anam Cara 2012 Nicholas Estate Riesling (Chehalem Mountains),A modest 22g/L residual sugar and a pH down below 3 keeps ...,89,22,Willamette Valley,United States
Riesling,C.H. Berres 2011 Erdener Treppchen Auslese Riesling (Mosel),"Aromas of green, fresh herbs and lime lend a brassy, vivacious tone ...",89,39,Germany,Germany
Riesling,Erste Neue 2012 Rifall Riesling (Alto Adige),"This opens with intense floral aromas that recall white roses, lemon zest ...",89,21,Northeastern Italy,Italy
Riesling,Prinz Salm 2011 Johannisberg Wallhausen Trocken GG Riesling (Nahe),Smoke and earth lend a savory tone to fresh apple and lemon ...,89,68,Germany,Germany
Riesling,Fritz Haag 2012 Brauneberger Kabinett Riesling (Mosel),"Smoky, herbal aromas add complexity to pretty floral notes on this elegantly ...",89,32,Germany,Germany
Riesling,Clear Night 2012 Riesling (Pfalz),Initial notes of earth and dust blow off with aeration to reveal ...,89,11,Germany,Germany
Riesling,Castell 2011 Casteller Schlossberg Trocken GG Riesling (Franken),Whiffs of smoke and grain lend a savory bent to lemon and ...,88,76,Germany,Germany
Riesling,Robert Weil 2012 Kiedrich Turmberg Trocken Riesling (Rheingau),A hint of waxy lemon skin lends an elegant tone to this ...,88,58,Germany,Germany
Riesling,Robert Weil 2012 Trocken Riesling (Rheingau),Dusty chalk notes add a mineral tone to lavish floral and stone ...,88,20,Germany,Germany
Riesling,Domdechant Werner 2012 Hochheimer Classic Riesling (Rheingau),"Dusty chalk and herbaceous green notes lend a savoriness to this dry, ...",88,20,Germany,Germany
Riesling,Peter Jakob Kuhn 2012 Stock &amp; Stein Trocken Riesling (Rheingau),"Waxy lanolin and lemon-skin notes scent this dry, intensely linear Riesling. The ...",88,17,Germany,Germany
Riesling,Anam Cara 2012 Nicholas Estate Dry Riesling (Chehalem Mountains),"At 12g/L residual sugar, this just barely qualifies as dry. Fruit flavors ...",87,22,Willamette Valley,United States
Riesling,Baron Knyphausen 2012 Roter Feinherb Riesling (Rheingau),Waxy honeycomb and pressed apple notes lend a savory feel to this ...,87,57,Germany,Germany
Riesling,Peter Zemmer 2012 Rohracker Riesling (Alto Adige),"Aromas of beeswax, lychee and fragrant white flowers take center stage in ...",87,17,Northeastern Italy,Italy
Riesling,Gerd Anselmann 2012 Kabinett Riesling (Pfalz),"Intensely perfumed with notes of white flowers, fresh herbs and citrus rind, ...",87,15,Germany,Germany
Riesling,Baron Knyphausen 2012 Trocken Riesling (Rheingau),Dusty mineral and herbaceous green notes juxtapose curiously with slightly overripe apple ...,86,30,Germany,Germany
Riesling,Saint M 2012 Riesling (Pfalz),"Scents of lime and orange flower are pretty on this off-dry Riesling, ...",86,12,Germany,Germany
Riesling,Josef Jamek 2012 Ried Klaus Smaragd Riesling (Wachau),Lifted ripeness and candied lemon peel send their aromas heavenwards. These rounded ...,95,75,Austria,Austria
Riesling,Hirsch 2012 Gaisberg Reserve Riesling (Kamptal),"Still shy but invitingly soft, it has a charming peachiness that cushions ...",94,28,Austria,Austria
Riesling,Eichinger 2012 Heiligenstein Reserve Riesling (Kamptal),"At this point subdued, this wine promises future pleasures with a ripe, ...",94,35,Austria,Austria
Riesling,Pichler-Krutzler 2012 Wunderburg Riesling (Wachau),Tightly coiled aromas of lemon and grapefruit peel on this seemingly delicate ...,94,55,Austria,Austria
Riesling,Allram 2012 Heiligenstein Reserve Riesling (Kamptal),A pure and spicy lift of bergamot promises refreshment while the palate ...,94,42,Austria,Austria
Riesling,Schloss Gobelsburg 2012 Heiligenstein Reserve Riesling (Kamptal),"Tight and slender on the palate, it has green and yellow citrus ...",94,41,Austria,Austria
Riesling,Tegernseerhof 2012 Steinertal Smaragd Riesling (Wachau),"Tightly closed like a fist, the only intimation of flavor is the ...",94,44,Austria,Austria
Riesling,Arndorfer 2012 Strasser Winberge Reserve Riesling (Kamptal),"Hints of lemon peel rise shyly from the glass, becoming more intense ...",93,28,Austria,Austria
Riesling,Eichinger 2012 Gaisberg Reserve Riesling (Kamptal),"Lime-zesty purity couples with an earthy, almost spicy edge. Pleasantly grippy phenolics ...",93,30,Austria,Austria
Riesling,Eder 2012 Smaragd Riesling (Wachau),"Initially restrained, this opens into whirls of lemon, lime and pink grapefruit ...",93,30,Austria,Austria
Riesling,Pichler-Krutzler 2012 Loibenberg Riesling (Wachau),A soft impression of ripe peach mellows the zesty concentration. The wine ...,93,42,Austria,Austria
Riesling,Allram 2012 Gaisberg Reserve Riesling (Kamptal),"Rounded, plump little apricots are suggested in this clean-cut but ripe and ...",93,33,Austria,Austria
Riesling,Hirsch 2012 Heiligenstein Reserve Riesling (Kamptal),"Clean-cut and zesty with the tang of grapefruit peel, a concentrated midpalate ...",92,28,Austria,Austria
Riesling,Hermann Moser 2012 Kellerterassen Reserve Gelbling Riesling (Kremstal),"Concentrated but still closed, this will need time to develop. For now ...",92,45,Austria,Austria
Riesling,Proidl 2012 Senftenberger Ehrenfels Reserve Riesling (Kremstal),"Ripe pear, peach and a wild-thyme-scented edge play on nose. They continue ...",92,43,Austria,Austria
Riesling,Hermann J. Wiemer 2010 Noble Select Josef Vineyard Riesling (Seneca Lake),"Saffron and honey notes are earthy and dusty in profile, but add ...",91,95,Finger Lakes,United States
Riesling,Red Tail Ridge 2012 RTR Estate Vineyard Riesling (Finger Lakes),"Intensely floral on the nose, this slightly off-dry Riesling is concentrated, with ...",91,16,Finger Lakes,United States
Riesling,Schloss Gobelsburg 2012 Gaisberg Reserve Riesling (Kamptal),"Still restrained on the nose, this wine takes time to develop, but ...",91,23,Austria,Austria
Riesling,Felsner 2012 Gelbling Reserve Riesling (Kamptal),"Pale and interesting, it carries that arresting scent of Seville orange peel ...",91,25,Austria,Austria
Riesling,Josef Schmid 2012 Sunogeln Reserve Riesling (Kremstal),The charged scent of candied peach promises pleasure that the dry but ...,91,40,Austria,Austria
Riesling,Stadt Krems 2012 Grillenparz Reserve Riesling (Kremstal),The enticing touch of Seville orange gets you at the very first ...,91,40,Austria,Austria
Riesling,Steininger 2012 Novemberlese Reserve Riesling (Kamptal),"Ripe, sun-warmed peaches and a flash of lime zest frame the rich ...",91,34,Austria,Austria
Riesling,Hermann J. Wiemer 2009 Noble Select Josef Vineyard Riesling (Seneca Lake),Dusty mineral notes lend complexity to unctuously sweet flavors of preserved peach ...,90,95,Finger Lakes,United States
Riesling,Red Tail Ridge 2012 RTR Vineyard Dry Riesling (Finger Lakes),Lusciously ripe peach and nectarine on the nose of this Riesling belie ...,90,19,Finger Lakes,United States
Riesling,Pacific Rim 2012 Dry Riesling (Columbia Valley (WA)),"Penetrating aromas suggest lemon oil and citrus blossom, with a hint of ...",89,10,Columbia Valley,United States
Riesling,Anton Bauer 2012 Alte Reben Riesling (Wagram-Donauland),"ipe red apples and an appealing, tangy grapefruit touch make this a ...",89,35,Austria,Austria
Riesling,Dr. Konstantin Frank 2012 Dry Riesling (Finger Lakes),"Bristling with lime zest and a steely, mineral tone, this dry, moderate-bodied ...",89,15,Finger Lakes,United States
Riesling,Lamoreaux Landing 2012 Estate Bottled Dry Riesling (Finger Lakes),"Perfumed on the nose with intense aromas of flowers, tropical fruit and ...",88,14,Finger Lakes,United States
Riesling,Milbrandt 2012 The Estates Ancient Lakes Riesling (Ancient Lakes),"An intriguing wine with notes of lime leaf, green apple and wet ...",88,17,Columbia Valley,United States
Riesling,Knapp 2012 Dry Riesling (Finger Lakes),Delicate whiffs of quince and white blossom lend an elegant flair to ...,88,15,Finger Lakes,United States
Riesling,Heron Hill 2010 Bunch Select Late Harvest Riesling (Finger Lakes),Honey and almond notes lend a nutty earthiness to lifted citrus aromas. ...,88,34,Finger Lakes,United States
Riesling,Gainey 2011 Riesling (Santa Ynez Valley),"While this is not technically a dessert wine, it does have an ...",88,13,Central Coast,United States
Riesling,Seneca Shore NV Amulet Dry Riesling (Finger Lakes),"Herbal notes lend elegance and freshness to this bright, citrusy wine. Dry ...",87,15,Finger Lakes,United States
Riesling,Silver Thread 2012 Dry Riesling (Finger Lakes),The faintest waft of marshmallow lends a pleasantly confectionery note to stone-fruit ...,87,18,Finger Lakes,United States
Riesling,Pindar Vineyards 2012 Estate Bottled Riesling (North Fork of Long Island),"This intensely aromatic, off-dry Riesling jumps from the glass with a heady ...",87,17,Long Island,United States
Riesling,Keuka Spring 2012 Humphreys Vineyard Riesling (Finger Lakes),"A bit smoky and savory in style, this slightly off-dry wine balances ...",86,22,Finger Lakes,United States
Riesling,Naches Heights 2012 Naches Heights Vineyard Riesling (Naches Heights),"Displays a cooler climate profile with notes of lime leaf, quinine, white ...",86,14,Columbia Valley,United States
Riesling,Mercer Canyons 2012 Riesling (Yakima Valley),"This is a thick, almost syrupy Riesling, packed with fruit flavors of ...",86,13,Columbia Valley,United States
Riesling,Silver Thread 2012 Gridley Bluff Point Vineyard Riesling (Finger Lakes),Lime and lemon notes waft on the nose of this slightly off-dry ...,86,25,Finger Lakes,United States
Riesling,Martha Clara 2012 Estate Reserve Riesling (North Fork of Long Island),"Perfumed with notes of white flowers, melon and peach, this off-dry wine ...",86,26,Long Island,United States
Riesling,Baiting Hollow Farm Vineyard 2011 Riesling (New York),"Youthful and exuberant on the nose with notes of melon, guava and ...",85,23,New York,United States
Riesling,Silver Thread 2012 STV Estate Vineyard Riesling (Seneca Lake),"While fairly neutral on the nose, the palate of this dry Riesling ...",85,25,Finger Lakes,United States
Riesling,Pacific Rim 2012 Wallula Vineyard Biodynamic Riesling (Horse Heaven Hills),"Starting off quite reductive, it opens to reveal notes of lime leaf, ...",85,24,Columbia Valley,United States
Riesling,Silver Thread 2012 Doyle East Seneca Vineyard Riesling (Seneca Lake),Whiffs of smoke and dust add a savory tone to delicate flavors ...,85,25,Finger Lakes,United States
Riesling,Pugliese 2011 Riesling (North Fork of Long Island),Smoke and spice meld into scents of custard and pressed apple on ...,83,14,Long Island,United States
Riesling,Baron Knyphausen 2011 Erbacher Steinmorgen Auslese Gold Cap Riesling (Rheingau),"Dried orange rind and saffron notes lend a spicy, exotic flair to ...",94,133,Germany,Germany
Riesling,August Kesseler 2011 Lorcher Schlossberg Auslese Goldkapsel Riesling (Rheingau),Spicy saffron and pollen notes add a savory warmth to sweet honey ...,94,154,Germany,Germany
Riesling,Georg Breuer 2011 Berg Schlossberg Auslese Riesling (Rheingau),"Sumptuous on the nose, with sweet aromas of mango and peach preserve, ...",93,120,Germany,Germany
Riesling,Baron Knyphausen 2011 Hattenheimer Wisselbrunnen Grosse Lage Riesling (Rheingau),"Bold in alcohol, with a dry, intensely textured palate, this Riesling is ...",93,91,Germany,Germany
Riesling,Baron Knyphausen 2011 Erbacher Michelmark Erste Lage Riesling (Rheingau),"Hints of honey lend warmth to zesty aromas of lemon, lime and ...",92,68,Germany,Germany
Riesling,Peter Jakob Kuhn 2011 Oestrich Lenchen Auslese Riesling (Rheingau),Unctuous mango and peach flavors are accented by hints of candle wax ...,91,65,Germany,Germany
Riesling,Baron Knyphausen 2011 Erbacher Hohenrain Erste Lage Riesling (Rheingau),Orange blossom and berry aromas are accented by hints of spice and ...,91,71,Germany,Germany
Riesling,Gerd Anselmann 2010 Auslese Riesling (Pfalz),Saffron and orange rind lend spicy zest to honey and floral tones ...,91,30,Germany,Germany
Riesling,Robert Weil 2011 Tradition Riesling (Rheingau),Whiffs of smoke and mineral lends complexity to pretty white peach and ...,91,22,Germany,Germany
Riesling,Baron Knyphausen 2011 Kiedricher Sandgrub Erste Lage Riesling (Rheingau),Dusty mineral and smoke notes lend a savory intensity to concentrated orange ...,90,62,Germany,Germany
Riesling,Baron Knyphausen 2010 Erbacher Siegelsberg Grosse Lage Riesling (Rheingau),"Sunny and ripe on the nose, with whiffs of honey, orange rind ...",90,85,Germany,Germany
Riesling,Schloss Johannisberger 2011 Gelblack Feinherb Riesling (Rheingau),Smoke and dried herb notes accent sunny citrus and peach aromas on ...,90,32,Germany,Germany
Riesling,Meierer 2011 Kabinett Riesling (Mosel),Zesty lime-skin notes lend vibrance to delicate apple and blossom aromas on ...,89,16,Germany,Germany
Riesling,Morgan 2012 Double L Vineyard Riesling (Santa Lucia Highlands),"Crisp in acidity and clean, the grapes are from the colder, northwestern ...",89,22,Central Coast,United States
Riesling,Nein Lives 2011 Riesling (Mosel),Spice and smoke tones on the nose are a surprising contrast to ...,89,10,Germany,Germany
Riesling,Schloss Vollrads 2011 Dry Riesling (Rheingau),Fresh scents of orange zest and tangerine are tinged with smoke on ...,89,20,Germany,Germany
Riesling,Georg Breuer 2011 Charm Halbtrocken Riesling (Rheingau),Dried herb notes lend a savory complexity to delicate berry and stone-fruit ...,89,19,Germany,Germany
Riesling,Baron Knyphausen 2010 Kiedricher Sandgrub Erste Lage Riesling (Rheingau),Hints of beeswax and lemon rind introduce this deeply mineral dry Riesling. ...,89,59,Germany,Germany
Riesling,St. Christopher 2011 Piesporter Michelsberg Kabinett Riesling (Mosel),"Another excellent bargain wine from St. Christopher, this light-footed kabinett is perfumed ...",88,11,Germany,Germany
Riesling,Starling Castle 2011 Riesling (Mosel),"Fresh pear, apple and tangerine notes are accented by smoke and earth ...",88,11,Germany,Germany
Riesling,Peter Mertes 2011 Bernkasteler-Kues Kabinett Feinherb Gold Edition Riesling (Mosel),"Brisk and nervous on the palate, with searing lemon-lime acidity, this slightly ...",88,17,Germany,Germany
Riesling,Lujon 2012 White Riesling (Willamette Valley),"Stainless steel fermented, off dry (35 g/L residual sugar) and low alcohol, ...",88,9,Willamette Valley,United States
Riesling,Maddalena 2011 Riesling (Paso Robles),"Paso Robles fruit brings soft, jammy pineapple and peach fruit to this ...",87,15,Central Coast,United States
Riesling,Oak Knoll 2011 Semi-Sweet Riesling (Oregon),"Semisweet it is, with 12.2% alcohol and 30 g/L residual sugar. Lightly ...",87,10,Oregon,United States
Riesling,Cupcake 2011 Riesling (Mosel),"Savory spice and smoke tones accent fresh lemon, grapefruit and quince notes ...",87,14,Germany,Germany
Riesling,St. Christopher 2011 Piesporter Michelsberg Auslese Riesling (Mosel),While honeyed peach and quince flavors are juicy and sweet on this ...,87,12,Germany,Germany
